symbol,company_name,sector,industry,Symbol
20MICRONS.NS,20 Microns Limited,Basic Materials,Other Industrial Metals & Mining,20MICRONS
21STCENMGM.NS,Twentyfirst Century Management Services Limited,Financial Services,Capital Markets,21STCENMGM
360ONE.NS,360 One Wam Limited,Financial Services,Asset Management,360ONE
3IINFOLTD.NS,3i Infotech Limited,Technology,Information Technology Services,3IINFOLTD
3MINDIA.NS,3M India Limited,Industrials,Conglomerates,3MINDIA
3PLAND.NS,3P Land Holdings Ltd,,,3PLAND
5PAISA.NS,5paisa Capital Limited,Financial Services,Capital Markets,5PAISA
63MOONS.NS,63 moons technologies limited,Technology,Software - Application,63MOONS
A2ZINFRA.NS,A2Z Infra Engineering Limited,Industrials,Engineering & Construction,A2ZINFRA
AAATECH.NS,AAA Technologies Limited,Technology,Information Technology Services,AAATECH
AADHARHFC.NS,AADHAR HOUSING FINANCE L,Financial Services,Mortgage Finance,AADHARHFC
AAKASH.NS,Aakash Exploration Services Limited,Energy,Oil & Gas Equipment & Services,AAKASH
AAREYDRUGS.NS,Aarey Drugs & Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,AAREYDRUGS
AARNAV.NS,Aarnav Fashions Limited,,,AARNAV
AARON.NS,Aaron Industries Limited,Industrials,Specialty Industrial Machinery,AARON
AARTECH.NS,Aartech Solonics Limited,Industrials,Electrical Equipment & Parts,AARTECH
AARTIDRUGS.NS,Aarti Drugs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,AARTIDRUGS
AARTIIND.NS,Aarti Industries Limited,Basic Materials,Specialty Chemicals,AARTIIND
AARTIPHARM.NS,Aarti Pharmalabs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,AARTIPHARM
AARTISURF.NS,Aarti Surfactants Limited,Basic Materials,Specialty Chemicals,AARTISURF
AARVI.NS,Aarvi Encon Limited,Industrials,Staffing & Employment Services,AARVI
AAVAS.NS,Aavas Financiers Limited,Financial Services,Mortgage Finance,AAVAS
ABAN.NS,Aban Offshore Limited,Energy,Oil & Gas Drilling,ABAN
ABB.NS,ABB India Limited,Industrials,Specialty Industrial Machinery,ABB
ABBOTINDIA.NS,Abbott India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,ABBOTINDIA
ABCAPITAL.NS,Aditya Birla Capital Limited,Financial Services,Financial Conglomerates,ABCAPITAL
ABCOTS.NS,A B COTSPIN INDIA LIMITED,Consumer Cyclical,Textile Manufacturing,ABCOTS
ABDL.NS,ALLIED BLEND N DISTILS L,Consumer Defensive,Beverages - Wineries & Distilleries,ABDL
ABFRL.NS,Aditya Birla Fashion and Retail Limited,Consumer Cyclical,Apparel Manufacturing,ABFRL
ABINFRA.NS,A B INFRABUILD LIMITED,Industrials,Engineering & Construction,ABINFRA
ABLBL.NS,ADITYA BIRLA LIFES BRAN L,Consumer Cyclical,Apparel Retail,ABLBL
ABMINTLLTD.NS,ABM International Limited,Basic Materials,Specialty Chemicals,ABMINTLLTD
ABREL.NS,Aditya Birla Real Estate Limited,Real Estate,Real Estate Services,ABREL
ABSLAMC.NS,Aditya Birla Sun Life AMC Limited,Financial Services,Asset Management,ABSLAMC
ACC.NS,ACC Limited,Basic Materials,Building Materials,ACC
ACCELYA.NS,Accelya Solutions India Limited,Technology,Information Technology Services,ACCELYA
ACCURACY.NS,Accuracy Shipping Limited,Industrials,Integrated Freight & Logistics,ACCURACY
ACE.NS,Action Construction Equipment Limited,Industrials,Farm & Heavy Construction Machinery,ACE
ACEINTEG.NS,Ace Integrated Solutions Limited,Industrials,Staffing & Employment Services,ACEINTEG
ACI.NS,Archean Chemical Industries Limited,Basic Materials,Chemicals,ACI
ACL.NS,Andhra Cements Limited,Basic Materials,Building Materials,ACL
ACMESOLAR.NS,ACME SOLAR HOLDINGS LTD,Utilities,Utilities - Renewable,ACMESOLAR
ACUTAAS.NS,Acutaas Chemicals Limited,Basic Materials,Specialty Chemicals,ACUTAAS
ADANIENSOL.NS,Adani Energy Solutions Limited,Utilities,Utilities - Independent Power Producers,ADANIENSOL
ADANIENT.NS,Adani Enterprises Limited,Energy,Thermal Coal,ADANIENT
ADANIGREEN.NS,Adani Green Energy Limited,Utilities,Utilities - Renewable,ADANIGREEN
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,Industrials,Marine Shipping,ADANIPORTS
ADANIPOWER.NS,Adani Power Limited,Utilities,Utilities - Independent Power Producers,ADANIPOWER
ADFFOODS.NS,ADF Foods Limited,Consumer Defensive,Packaged Foods,ADFFOODS
ADL.NS,Archidply Decor Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",ADL
ADOR.NS,Ador Welding Limited,Industrials,Specialty Industrial Machinery,ADOR
ADROITINFO.NS,Adroit Infotech Limited,Technology,Information Technology Services,ADROITINFO
ADSL.NS,Allied Digital Services Limited,Technology,Information Technology Services,ADSL
ADVAIT.NS,Advait Energy Transitions Limited,Industrials,Specialty Industrial Machinery,ADVAIT
ADVANCE.NS,ADVANCE AGROLIFE LIMITED,Basic Materials,Agricultural Inputs,ADVANCE
ADVANIHOTR.NS,Advani Hotels & Resorts (India) Limited,Consumer Cyclical,Lodging,ADVANIHOTR
ADVENTHTL.NS,Advent Hotels International Limited,Consumer Cyclical,Lodging,ADVENTHTL
ADVENZYMES.NS,Advanced Enzyme Technologies Limited,Basic Materials,Specialty Chemicals,ADVENZYMES
AEGISLOG.NS,AEGIS LOGISTICS LIMITED,Energy,Oil & Gas Refining & Marketing,AEGISLOG
AEGISVOPAK.NS,AEGIS VOPAK TERMINALS LTD,Energy,Oil & Gas Equipment & Services,AEGISVOPAK
AEPL.NS,Artemis Electricals and Projects Limited,Industrials,Electrical Equipment & Parts,AEPL
AEQUS.NS,AEQUS LIMITED,Industrials,Aerospace & Defense,AEQUS
AEROENTER.NS,Aeroflex Enterprises Limited,Basic Materials,Steel,AEROENTER
AEROFLEX.NS,Aeroflex Industries Limited,Industrials,Metal Fabrication,AEROFLEX
AERONEU.NS,Aeroflex Neu Limited,Consumer Cyclical,Packaging & Containers,AERONEU
AETHER.NS,Aether Industries Limited,Basic Materials,Specialty Chemicals,AETHER
AFCONS.NS,AFCONS INFRASTRUCTURE LTD,Industrials,Engineering & Construction,AFCONS
AFFLE.NS,Affle 3i Limited,Communication Services,Advertising Agencies,AFFLE
AFFORDABLE.NS,Affordable Robotic & Automation Limited,Industrials,Specialty Industrial Machinery,AFFORDABLE
AFIL.NS,AKME FINTRADE (INDIA) LTD,Financial Services,Credit Services,AFIL
AFSL.NS,Abans Financial Services Limited,Financial Services,Capital Markets,AFSL
AGARIND.NS,Agarwal Industrial Corporation Limited,Basic Materials,Specialty Chemicals,AGARIND
AGARWALEYE.NS,DR AGARWALS HEALTH CARE L,Healthcare,Medical Instruments & Supplies,AGARWALEYE
AGI.NS,AGI Greenpac Limited,Consumer Cyclical,Packaging & Containers,AGI
AGIIL.NS,AGI Infra Limited,Real Estate,Real Estate - Development,AGIIL
AGRITECH.NS,Agri-tech (India) Limited,Consumer Defensive,Farm Products,AGRITECH
AGROPHOS.NS,Agro Phos (India) Limited,Basic Materials,Agricultural Inputs,AGROPHOS
AGSTRA.NS,AGS Transact Technologies Limited,Technology,Software - Infrastructure,AGSTRA
AHCL.NS,ANLON HEALTHCARE LIMITED,Healthcare,Drug Manufacturers - Specialty & Generic,AHCL
AHLADA.NS,Ahlada Engineers Limited,Industrials,Building Products & Equipment,AHLADA
AHLEAST.NS,Asian Hotels (East) Limited,Consumer Cyclical,Lodging,AHLEAST
AHLUCONT.NS,Ahluwalia Contracts (India) Limited,Industrials,Engineering & Construction,AHLUCONT
AHLWEST.NS,Asian Hotels (West) Limited,Consumer Cyclical,Lodging,AHLWEST
AIAENG.NS,AIA Engineering Limited,Industrials,Specialty Industrial Machinery,AIAENG
AIIL.NS,Authum Investment & Infrastructure Limited,Financial Services,Capital Markets,AIIL
AIRAN.NS,Airan Limited,Technology,Information Technology Services,AIRAN
AIROLAM.NS,Airo Lam Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",AIROLAM
AJANTPHARM.NS,Ajanta Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,AJANTPHARM
AJAXENGG.NS,AJAX ENGINEERING LIMITED,Industrials,Farm & Heavy Construction Machinery,AJAXENGG
AJMERA.NS,Ajmera Realty & Infra India Limited,Real Estate,Real Estate - Development,AJMERA
AJOONI.NS,Ajooni Biotech Limited,Consumer Defensive,Packaged Foods,AJOONI
AKASH.NS,Akash Infra-Projects Limited,Industrials,Engineering & Construction,AKASH
AKG.NS,AKG Exim Limited,Industrials,Industrial Distribution,AKG
AKI.NS,AKI India Limited,Consumer Cyclical,Footwear & Accessories,AKI
AKSHAR.NS,Akshar Spintex Limited,Consumer Cyclical,Textile Manufacturing,AKSHAR
AKSHARCHEM.NS,AksharChem (India) Limited,Basic Materials,Specialty Chemicals,AKSHARCHEM
AKSHOPTFBR.NS,Aksh Optifibre Limited,Technology,Communication Equipment,AKSHOPTFBR
AKUMS.NS,AKUMS DRUGS AND PHARMA L,Healthcare,Drug Manufacturers - Specialty & Generic,AKUMS
AKZOINDIA.NS,JSW Dulux Ltd,Basic Materials,Specialty Chemicals,AKZOINDIA
ALANKIT.NS,Alankit Limited,Technology,Information Technology Services,ALANKIT
ALBERTDAVD.NS,Albert David Limited,Healthcare,Drug Manufacturers - Specialty & Generic,ALBERTDAVD
ALEMBICLTD.NS,Alembic Limited,Real Estate,Real Estate - Development,ALEMBICLTD
ALGOQUANT.NS,Algoquant Fintech Limited,Financial Services,Capital Markets,ALGOQUANT
ALICON.NS,Alicon Castalloy Limited,Industrials,Metal Fabrication,ALICON
ALIVUS.NS,Alivus Life Sciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,ALIVUS
ALKALI.NS,Alkali Metals Limited,Basic Materials,Specialty Chemicals,ALKALI
ALKEM.NS,Alkem Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,ALKEM
ALKYLAMINE.NS,Alkyl Amines Chemicals Limited,Basic Materials,Specialty Chemicals,ALKYLAMINE
ALLCARGO.NS,Allcargo Logistics Limited,Industrials,Integrated Freight & Logistics,ALLCARGO
ALLDIGI.NS,Alldigi Tech Limited,Industrials,Specialty Business Services,ALLDIGI
ALLTIME.NS,ALL TIME PLASTICS LIMITED,Consumer Defensive,Household & Personal Products,ALLTIME
ALMONDZ.NS,Almondz Global Securities Limited,Financial Services,Capital Markets,ALMONDZ
ALOKINDS.NS,Alok Industries Limited,Consumer Cyclical,Textile Manufacturing,ALOKINDS
ALPA.NS,Alpa Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,ALPA
ALPHAGEO.NS,Alphageo (India) Limited,Energy,Oil & Gas Equipment & Services,ALPHAGEO
AMAGI.NS,AMAGI MEDIA LABS LIMITED,Technology,Software - Application,AMAGI
AMANTA.NS,AMANTA HEALTHCARE LIMITED,Healthcare,Drug Manufacturers - Specialty & Generic,AMANTA
AMBER.NS,Amber Enterprises India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",AMBER
AMBICAAGAR.NS,Ambica Agarbathies Aroma & Industries Limited,Consumer Defensive,Household & Personal Products,AMBICAAGAR
AMBIKCO.NS,Ambika Cotton Mills Limited,Consumer Cyclical,Textile Manufacturing,AMBIKCO
AMBUJACEM.NS,Ambuja Cements Limited,Basic Materials,Building Materials,AMBUJACEM
AMDIND.NS,AMD Industries Limited,Consumer Cyclical,Packaging & Containers,AMDIND
AMIRCHAND.NS,AMIR CHAND JAG KUM (E) L,Consumer Defensive,Farm Products,AMIRCHAND
AMJLAND.NS,AMJ Land Holdings Limited,Real Estate,Real Estate - Development,AMJLAND
AMNPLST.NS,Amines & Plasticizers Limited,Basic Materials,Chemicals,AMNPLST
AMRUTANJAN.NS,Amrutanjan Health Care Limited,Healthcare,Drug Manufacturers - Specialty & Generic,AMRUTANJAN
ANANDRATHI.NS,Anand Rathi Wealth Limited,Financial Services,Asset Management,ANANDRATHI
ANANTRAJ.NS,Anant Raj Limited,Real Estate,Real Estate - Development,ANANTRAJ
ANDHRAPAP.NS,Andhra Paper Limited,Basic Materials,Paper & Paper Products,ANDHRAPAP
ANDHRSUGAR.NS,The Andhra Sugars Limited,Basic Materials,Chemicals,ANDHRSUGAR
ANGELONE.NS,Angel One Limited,Financial Services,Capital Markets,ANGELONE
ANIKINDS.NS,Anik Industries Limited,Consumer Defensive,Food Distribution,ANIKINDS
ANKITMETAL.NS,Ankit Metal & Power Limited,Basic Materials,Steel,ANKITMETAL
ANMOL.NS,Anmol India Limited,Energy,Thermal Coal,ANMOL
ANSALAPI.NS,Ansal Properties & Infrastructure Limited,Real Estate,Real Estate - Development,ANSALAPI
ANTELOPUS.NS,ANTELOPUS SELAN ENRGY LTD,Energy,Oil & Gas E&P,ANTELOPUS
ANTGRAPHIC.NS,Antarctica Limited,Consumer Cyclical,Packaging & Containers,ANTGRAPHIC
ANTHEM.NS,ANTHEM BIOSCIENCES LTD,Healthcare,Biotechnology,ANTHEM
ANUHPHR.NS,Anuh Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,ANUHPHR
ANUP.NS,The Anup Engineering Limited,Industrials,Specialty Industrial Machinery,ANUP
ANURAS.NS,Anupam Rasayan India Ltd,Basic Materials,Specialty Chemicals,ANURAS
APARINDS.NS,APAR Industries Limited,Industrials,Electrical Equipment & Parts,APARINDS
APCL.NS,Anjani Portland Cement Limited,Basic Materials,Building Materials,APCL
APCOTEXIND.NS,Apcotex Industries Limited,Basic Materials,Specialty Chemicals,APCOTEXIND
APEX.NS,Apex Frozen Foods Limited,Consumer Defensive,Farm Products,APEX
APLAPOLLO.NS,APL Apollo Tubes Limited,Basic Materials,Steel,APLAPOLLO
APLLTD.NS,Alembic Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,APLLTD
APOLLO.NS,Apollo Micro Systems Limited,Industrials,Aerospace & Defense,APOLLO
APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,Healthcare,Medical Care Facilities,APOLLOHOSP
APOLLOPIPE.NS,Apollo Pipes Limited,Industrials,Building Products & Equipment,APOLLOPIPE
APOLLOTYRE.NS,Apollo Tyres Limited,Consumer Cyclical,Auto Parts,APOLLOTYRE
APOLSINHOT.NS,Apollo Sindoori Hotels Limited,Industrials,Specialty Business Services,APOLSINHOT
APTECHT.NS,Aptech Limited,Consumer Defensive,Education & Training Services,APTECHT
APTUS.NS,Aptus Value Housing Finance India Limited,Financial Services,Mortgage Finance,APTUS
AQYLON.NS,Aqylon Nexus Limited,Communication Services,Broadcasting,AQYLON
ARCHIDPLY.NS,Archidply Industries Limited,Basic Materials,Lumber & Wood Production,ARCHIDPLY
ARCHIES.NS,Archies Limited,Consumer Cyclical,Specialty Retail,ARCHIES
ARE&M.NS,Amara Raja Energy & Mobility Limited,Industrials,Electrical Equipment & Parts,ARE&M
ARENTERP.NS,Rajdarshan Industries Limited,Basic Materials,Other Industrial Metals & Mining,ARENTERP
ARFIN.NS,Arfin India Limited,Basic Materials,Aluminum,ARFIN
ARIES.NS,Aries Agro Limited,Basic Materials,Agricultural Inputs,ARIES
ARIHANTCAP.NS,Arihant Capital Markets Limited,Financial Services,Capital Markets,ARIHANTCAP
ARIHANTSUP.NS,Arihant Superstructures Limited,Real Estate,Real Estate - Development,ARIHANTSUP
ARIS.NS,Arisinfra Solutions Limited,Industrials,Engineering & Construction,ARIS
ARKADE.NS,ARKADE DEVELOPERS LIMITED,Real Estate,Real Estate - Development,ARKADE
ARMANFIN.NS,Arman Financial Services Limited,Financial Services,Credit Services,ARMANFIN
AROGRANITE.NS,Aro Granite Industries Limited,Industrials,Building Products & Equipment,AROGRANITE
ARROWGREEN.NS,Arrow Greentech Limited,Consumer Cyclical,Packaging & Containers,ARROWGREEN
ARSHIYA.NS,Arshiya Limited,Industrials,Integrated Freight & Logistics,ARSHIYA
ARSSBL.NS,ANAND RATHI SH N STK BR L,Financial Services,Financial Conglomerates,ARSSBL
ARTEMISMED.NS,Artemis Medicare Services Limited,,,ARTEMISMED
ARTNIRMAN.NS,Art Nirman Limited,Real Estate,Real Estate - Development,ARTNIRMAN
ARVEE.NS,Arvee Laboratories (India) Ltd.,Basic Materials,Specialty Chemicals,ARVEE
ARVIND.NS,Arvind Limited,Consumer Cyclical,Textile Manufacturing,ARVIND
ARVINDFASN.NS,Arvind Fashions Limited,Consumer Cyclical,Apparel Manufacturing,ARVINDFASN
ARVSMART.NS,Arvind SmartSpaces Limited,Real Estate,Real Estate - Development,ARVSMART
ASAHIINDIA.NS,Asahi India Glass Limited,Consumer Cyclical,Auto Parts,ASAHIINDIA
ASAHISONG.NS,Asahi Songwon Colors Limited,Basic Materials,Specialty Chemicals,ASAHISONG
ASAL.NS,Automotive Stampings and Assemblies Limited,Consumer Cyclical,Auto Parts,ASAL
ASALCBR.NS,Associated Alcohols & Breweries Limited,Consumer Defensive,Beverages - Wineries & Distilleries,ASALCBR
ASHAPURMIN.NS,Ashapura Minechem Limited,Basic Materials,Other Industrial Metals & Mining,ASHAPURMIN
ASHIANA.NS,Ashiana Housing Limited,Real Estate,Real Estate - Development,ASHIANA
ASHIMASYN.NS,Ashima Limited,Real Estate,Real Estate - Development,ASHIMASYN
ASHOKA.NS,Ashoka Buildcon Limited,Industrials,Engineering & Construction,ASHOKA
ASHOKAMET.NS,Ashoka Metcast Limited,Basic Materials,Steel,ASHOKAMET
ASHOKLEY.NS,Ashok Leyland Limited,Industrials,Farm & Heavy Construction Machinery,ASHOKLEY
ASIANENE.NS,Asian Energy Services Limited,Energy,Oil & Gas Equipment & Services,ASIANENE
ASIANHOTNR.NS,Asian Hotels (North) Limited,Consumer Cyclical,Lodging,ASIANHOTNR
ASIANPAINT.NS,Asian Paints Limited,Basic Materials,Specialty Chemicals,ASIANPAINT
ASIANTILES.NS,Asian Granito India Limited,Industrials,Building Products & Equipment,ASIANTILES
ASKAUTOLTD.NS,ASK AUTOMOTIVE LIMITED,Consumer Cyclical,Auto Parts,ASKAUTOLTD
ASMS.NS,Avio Smart Market Stack Limited,Technology,Information Technology Services,ASMS
ASPINWALL.NS,Aspinwall and Company Limited,Consumer Defensive,Farm Products,ASPINWALL
ASTEC.NS,Astec LifeSciences Limited,Basic Materials,Agricultural Inputs,ASTEC
ASTERDM.NS,Aster DM Healthcare Limited,Healthcare,Medical Care Facilities,ASTERDM
ASTRAL.NS,Astral Limited,Industrials,Building Products & Equipment,ASTRAL
ASTRAMICRO.NS,Astra Microwave Products Limited,Technology,Communication Equipment,ASTRAMICRO
ASTRAZEN.NS,AstraZeneca Pharma India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,ASTRAZEN
ASTRON.NS,Astron Paper & Board Mill Limited,Basic Materials,Paper & Paper Products,ASTRON
ATALREAL.NS,Atal Realtech Limited,Industrials,Engineering & Construction,ATALREAL
ATAM.NS,Atam Valves Limited,Industrials,Specialty Industrial Machinery,ATAM
ATGL.NS,Adani Total Gas Limited,Utilities,Utilities - Regulated Gas,ATGL
ATHERENERG.NS,Ather Energy Limited,Consumer Cyclical,Auto Manufacturers,ATHERENERG
ATL.NS,Allcargo Terminals Limited,Industrials,Integrated Freight & Logistics,ATL
ATLANTAA.NS,Atlantaa Limited,Industrials,Infrastructure Operations,ATLANTAA
ATLANTAELE.NS,ATLANTA ELECTRICALS LTD,Industrials,Electrical Equipment & Parts,ATLANTAELE
ATLASCYCLE.NS,Atlas Cycles (Haryana) Limited,Consumer Cyclical,Leisure,ATLASCYCLE
ATUL.NS,Atul Ltd,Basic Materials,Specialty Chemicals,ATUL
ATULAUTO.NS,Atul Auto Limited,Consumer Cyclical,Auto Manufacturers,ATULAUTO
AUBANK.NS,AU Small Finance Bank Limited,Financial Services,Banks - Regional,AUBANK
AURIGROW.NS,Auri Grow India Limited,Industrials,Electrical Equipment & Parts,AURIGROW
AURIONPRO.NS,Aurionpro Solutions Limited,Technology,Software - Application,AURIONPRO
AUROPHARMA.NS,Aurobindo Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,AUROPHARMA
AURUM.NS,Aurum PropTech Limited,Real Estate,Real Estate Services,AURUM
AUSOMENT.NS,AuSom Enterprise Limited,Financial Services,Capital Markets,AUSOMENT
AUTOAXLES.NS,Automotive Axles Limited,Consumer Cyclical,Auto Parts,AUTOAXLES
AUTOIND.NS,Autoline Industries Limited,Consumer Cyclical,Auto Parts,AUTOIND
AVADHSUGAR.NS,Avadh Sugar & Energy Limited,Consumer Defensive,Confectioners,AVADHSUGAR
AVALON.NS,Avalon Technologies Limited,Technology,Electronic Components,AVALON
AVANTEL.NS,Avantel Limited,Technology,Communication Equipment,AVANTEL
AVANTIFEED.NS,Avanti Feeds Limited,Consumer Defensive,Packaged Foods,AVANTIFEED
AVG.NS,AVG Logistics Limited,Industrials,Integrated Freight & Logistics,AVG
AVL.NS,Aditya Vision Limited,Consumer Cyclical,Specialty Retail,AVL
AVONMORE.NS,Avonmore Capital & Management Services Limited,Financial Services,Capital Markets,AVONMORE
AVROIND.NS,Avro India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",AVROIND
AVTNPL.NS,AVT Natural Products Limited,Basic Materials,Specialty Chemicals,AVTNPL
AWFIS.NS,AWFIS SPACE SOLUTIONS LTD,Industrials,Rental & Leasing Services,AWFIS
AWHCL.NS,Antony Waste Handling Cell Limited,Industrials,Waste Management,AWHCL
AWL.NS,AWL Agri Business Limited,Consumer Defensive,Packaged Foods,AWL
AXISBANK.NS,Axis Bank Limited,Financial Services,Banks - Regional,AXISBANK
AXISCADES.NS,AXISCADES Technologies Limited,Industrials,Engineering & Construction,AXISCADES
AXITA.NS,Axita Cotton Limited,Consumer Cyclical,Textile Manufacturing,AXITA
AYE.NS,AYE FINANCE LIMITED,Financial Services,Credit Services,AYE
AYMSYNTEX.NS,AYM Syntex Limited,Consumer Cyclical,Textile Manufacturing,AYMSYNTEX
AZAD.NS,AZAD ENGINEERING LIMITED,Industrials,Specialty Industrial Machinery,AZAD
BAFNAPH.NS,Bafna Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,BAFNAPH
BAGFILMS.NS,B.A.G. Films and Media Limited,Communication Services,Broadcasting,BAGFILMS
BAIDFIN.NS,Baid Finserv Limited,Financial Services,Credit Services,BAIDFIN
BAJAJ-AUTO.NS,Bajaj Auto Limited,Consumer Cyclical,Auto Manufacturers,BAJAJ-AUTO
BAJAJCON.NS,Bajaj Consumer Care Limited,Consumer Defensive,Household & Personal Products,BAJAJCON
BAJAJELEC.NS,Bajaj Electricals Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",BAJAJELEC
BAJAJFINSV.NS,Bajaj Finserv Ltd.,Financial Services,Financial Conglomerates,BAJAJFINSV
BAJAJHCARE.NS,Bajaj HealthCare Limited,Healthcare,Drug Manufacturers - Specialty & Generic,BAJAJHCARE
BAJAJHFL.NS,BAJAJ HOUSING FINANCE LTD,Financial Services,Mortgage Finance,BAJAJHFL
BAJAJHIND.NS,Bajaj Hindusthan Sugar Limited,Consumer Defensive,Confectioners,BAJAJHIND
BAJAJHLDNG.NS,Bajaj Holdings & Investment Limited,Financial Services,Asset Management,BAJAJHLDNG
BAJAJINDEF.NS,INDEF MANUFACTURING LTD,Industrials,Farm & Heavy Construction Machinery,BAJAJINDEF
BAJEL.NS,Bajel Projects Limited,Utilities,Utilities - Regulated Electric,BAJEL
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,BAJFINANCE
BALAJEE.NS,SHREE TIRUPATI BALAJEE L,Consumer Cyclical,Packaging & Containers,BALAJEE
BALAJITELE.NS,Balaji Telefilms Limited,Communication Services,Entertainment,BALAJITELE
BALAMINES.NS,Balaji Amines Limited,Basic Materials,Specialty Chemicals,BALAMINES
BALAXI.NS,Balaxi Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,BALAXI
BALKRISHNA.NS,Balkrishna Paper Mills Limited,Consumer Cyclical,Packaging & Containers,BALKRISHNA
BALKRISIND.NS,Balkrishna Industries Limited,Consumer Cyclical,Auto Parts,BALKRISIND
BALMLAWRIE.NS,Balmer Lawrie & Co. Ltd.,Industrials,Conglomerates,BALMLAWRIE
BALPHARMA.NS,Bal Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,BALPHARMA
BALRAMCHIN.NS,Balrampur Chini Mills Limited,Consumer Defensive,Confectioners,BALRAMCHIN
BALUFORGE.NS,Balu Forge Industries Limited,Industrials,Metal Fabrication,BALUFORGE
BANARBEADS.NS,Banaras Beads Limited,Consumer Cyclical,Footwear & Accessories,BANARBEADS
BANARISUG.NS,Bannari Amman Sugars Limited,Consumer Defensive,Confectioners,BANARISUG
BANCOINDIA.NS,Banco Products (India) Limited,Consumer Cyclical,Auto Parts,BANCOINDIA
BANDHANBNK.NS,Bandhan Bank Limited,Financial Services,Banks - Regional,BANDHANBNK
BANG.NS,Bang Overseas Limited,Consumer Cyclical,Apparel Manufacturing,BANG
BANKA.NS,Banka BioLoo Limited,Industrials,Pollution & Treatment Controls,BANKA
BANKBARODA.NS,Bank of Baroda Limited,Financial Services,Banks - Regional,BANKBARODA
BANKINDIA.NS,Bank of India Limited,Financial Services,Banks - Regional,BANKINDIA
BANSALWIRE.NS,BANSAL WIRE INDUSTRIES L,Basic Materials,Steel,BANSALWIRE
BANSWRAS.NS,Banswara Syntex Limited,Consumer Cyclical,Textile Manufacturing,BANSWRAS
BASF.NS,BASF India Limited,Basic Materials,Specialty Chemicals,BASF
BASML.NS,Bannari Amman Spinning Mills Ltd,Consumer Cyclical,Textile Manufacturing,BASML
BATAINDIA.NS,Bata India Limited,Consumer Cyclical,Footwear & Accessories,BATAINDIA
BAYERCROP.NS,Bayer CropScience Limited,Basic Materials,Agricultural Inputs,BAYERCROP
BBL.NS,Bharat Bijlee Limited,Industrials,Electrical Equipment & Parts,BBL
BBOX.NS,Black Box Limited,Technology,Software - Application,BBOX
BBTC.NS,The Bombay Burmah Trading Corporation Limited,Consumer Defensive,Packaged Foods,BBTC
BBTCL.NS,B&B Triplewall Containers Limited,Consumer Cyclical,Packaging & Containers,BBTCL
BCG.NS,Brightcom Group Limited,Communication Services,Advertising Agencies,BCG
BCLIND.NS,BCL Industries Limited,Consumer Defensive,Beverages - Wineries & Distilleries,BCLIND
BCONCEPTS.NS,Brand Concepts Limited,Consumer Cyclical,Footwear & Accessories,BCONCEPTS
BCPL.NS,BCPL Railway Infrastructure Limited,Industrials,Infrastructure Operations,BCPL
BDL.NS,Bharat Dynamics Limited,Industrials,Aerospace & Defense,BDL
BEARDSELL.NS,Beardsell Limited,Industrials,Building Products & Equipment,BEARDSELL
BECTORFOOD.NS,Mrs. Bectors Food Specialities Limited,Consumer Defensive,Packaged Foods,BECTORFOOD
BEDMUTHA.NS,Bedmutha Industries Limited,Basic Materials,Steel,BEDMUTHA
BEL.NS,Bharat Electronics Limited,Industrials,Aerospace & Defense,BEL
BELLACASA.NS,Bella Casa Fashion & Retail Limited,Consumer Cyclical,Textile Manufacturing,BELLACASA
BELRISE.NS,BELRISE INDUSTRIES LTD,Consumer Cyclical,Auto Parts,BELRISE
BEML.NS,BEML Limited,Industrials,Conglomerates,BEML
BEPL.NS,Bhansali Engineering Polymers Limited,Basic Materials,Chemicals,BEPL
BERGEPAINT.NS,Berger Paints India Limited,Basic Materials,Specialty Chemicals,BERGEPAINT
BESTAGRO.NS,Best Agrolife Limited,Basic Materials,Agricultural Inputs,BESTAGRO
BETA.NS,BETA DRUGS LIMITED,Healthcare,Drug Manufacturers - Specialty & Generic,BETA
BFINVEST.NS,BF Investment Limited,Financial Services,Asset Management,BFINVEST
