ALPHA_RANK,Symbol,Sector,Industry,MarketCap,ALPHA_SCORE,Momentum,Sharpe,RS_30D,RS_60D,RS_ACCELERATION,VOL_ADJ_RS,SECTOR_SCORE,SECTOR_RANK
1928,HUDCO,Financial Services,Credit Services,412391407616,-0.1019,0,0,0,0,0,0,4.18,10.0
1929,CAPTRUST,Financial Services,Credit Services,493227104,-0.1019,0,0,0,0,0,0,4.18,10.0
1930,LAXMIINDIA,Financial Services,Credit Services,5895816704,-0.1019,0,0,0,0,0,0,4.18,10.0
1931,IDFCFIRSTB,Financial Services,Banks - Regional,619124359168,-0.1019,0,0,0,0,0,0,4.18,10.0
1932,UYFINCORP,Financial Services,Credit Services,2777479680,-0.1019,0,0,0,0,0,0,4.18,10.0
1933,CAPITALSFB,Financial Services,Banks - Regional,12991162368,-0.1019,0,0,0,0,0,0,4.18,10.0
1934,21STCENMGM,Financial Services,Capital Markets,359100000,-0.1019,0,0,0,0,0,0,4.18,10.0
1935,GLFL,Financial Services,Shell Companies,165467184,-0.1019,0,0,0,0,0,0,4.18,10.0
1936,NAGREEKCAP,Financial Services,Asset Management,372151360,-0.1019,0,0,0,0,0,0,4.18,10.0
1937,LFIC,Financial Services,Asset Management,459000000,-0.1019,0,0,0,0,0,0,4.18,10.0
1938,DIGISPICE,Financial Services,Financial Conglomerates,4128468480,-0.1019,0,0,0,0,0,0,4.18,10.0
1939,SPANDANA,Financial Services,Credit Services,22824673280,-0.1019,0,0,0,0,0,0,4.18,10.0
1940,ABCAPITAL,Financial Services,Financial Conglomerates,956349022208,-0.1019,0,0,0,0,0,0,4.18,10.0
1941,STARTECK,Financial Services,Credit Services,2611372032,-0.1019,0,0,0,0,0,0,4.18,10.0
1942,SOUTHBANK,Financial Services,Banks - Regional,107950612480,-0.1019,0,0,0,0,0,0,4.18,10.0
1943,IREDA,Financial Services,Credit Services,366464237568,-0.1019,0,0,0,0,0,0,4.18,10.0
1944,AAVAS,Financial Services,Mortgage Finance,108386402304,-0.1019,0,0,0,0,0,0,4.18,10.0
1945,KICL,Financial Services,Asset Management,22367827968,-0.1019,0,0,0,0,0,0,4.18,10.0
1946,INDUSINDBK,Financial Services,Banks - Regional,723789545472,-0.1019,0,0,0,0,0,0,4.18,10.0
1947,GATECH,Financial Services,Asset Management,684976320,-0.1019,0,0,0,0,0,0,4.18,10.0
1948,5PAISA,Financial Services,Capital Markets,15798308864,-0.1019,0,0,0,0,0,0,4.18,10.0
1949,BIRLAMONEY,Financial Services,Capital Markets,8103418880,-0.1019,0,0,0,0,0,0,4.18,10.0
1950,CARERATING,Financial Services,Financial Data & Stock Exchanges,49881612288,-0.1019,0,0,0,0,0,0,4.18,10.0
1951,PRUDENT,Financial Services,Asset Management,110961623040,-0.1019,0,0,0,0,0,0,4.18,10.0
1952,THEINVEST,Financial Services,Capital Markets,5080555520,-0.1019,0,0,0,0,0,0,4.18,10.0
1953,GATECHDVR,Financial Services,Asset Management,633280000,-0.1019,0,0,0,0,0,0,4.18,10.0
1954,ABSLAMC,Financial Services,Asset Management,297561128960,-0.1019,0,0,0,0,0,0,4.18,10.0
1955,AUBANK,Financial Services,Banks - Regional,752025731072,-0.1019,0,0,0,0,0,0,4.18,10.0
1956,FUSION,Financial Services,Credit Services,28460457984,-0.1019,0,0,0,0,0,0,4.18,10.0
1957,GFLLIMITED,Financial Services,Asset Management,5283784704,-0.1019,0,0,0,0,0,0,4.18,10.0
1958,360ONE,Financial Services,Asset Management,452622811136,-0.1019,0,0,0,0,0,0,4.18,10.0
1959,MASKINVEST,Financial Services,Capital Markets,465353760,-0.1019,0,0,0,0,0,0,4.18,10.0
1960,CREDITACC,Financial Services,Credit Services,206343127040,-0.1019,0,0,0,0,0,0,4.18,10.0
1961,CONSOFINVT,Financial Services,Capital Markets,7499717120,-0.1019,0,0,0,0,0,0,4.18,10.0
1962,INDIASHLTR,Financial Services,Mortgage Finance,84852375552,-0.1019,0,0,0,0,0,0,4.18,10.0
1963,SRGHFL,Financial Services,Mortgage Finance,4491983872,-0.1019,0,0,0,0,0,0,4.18,10.0
1964,AIIL,Financial Services,Capital Markets,416969719808,-0.1019,0,0,0,0,0,0,4.18,10.0
1965,MASTERTR,Financial Services,Capital Markets,10603978752,-0.1019,0,0,0,0,0,0,4.18,10.0
1966,VHL,Financial Services,Credit Services,10698348544,-0.1019,0,0,0,0,0,0,4.18,10.0
1967,LICHSGFIN,Financial Services,Mortgage Finance,305835016192,-0.1019,0,0,0,0,0,0,4.18,10.0
1968,BFINVEST,Financial Services,Asset Management,15247855616,-0.1019,0,0,0,0,0,0,4.18,10.0
1969,ANANDRATHI,Financial Services,Asset Management,295428915200,-0.1019,0,0,0,0,0,0,4.18,10.0
1970,TSFINV,Financial Services,Asset Management,89380192256,-0.1019,0,0,0,0,0,0,4.18,10.0
1971,LTF,Financial Services,Credit Services,705785430016,-0.1019,0,0,0,0,0,0,4.18,10.0
1972,FIVESTAR,Financial Services,Credit Services,134380593152,-0.1019,0,0,0,0,0,0,4.18,10.0
1973,MONEYBOXX,Financial Services,Credit Services,5096071680,-0.1019,0,0,0,0,0,0,4.18,10.0
1974,ARSSBL,Financial Services,Financial Conglomerates,33852817408,-0.1019,0,0,0,0,0,0,4.18,10.0
1975,TMB,Financial Services,Banks - Regional,108074868736,-0.1019,0,0,0,0,0,0,4.18,10.0
1976,NDGL,Financial Services,Capital Markets,2574100224,-0.1019,0,0,0,0,0,0,4.18,10.0
1977,PRIMESECU,Financial Services,Capital Markets,9658202112,-0.1019,0,0,0,0,0,0,4.18,10.0
1978,AADHARHFC,Financial Services,Mortgage Finance,208618340352,-0.1019,0,0,0,0,0,0,4.18,10.0
1979,PFS,Financial Services,Credit Services,19750211584,-0.1019,0,0,0,0,0,0,4.18,10.0
1980,ALGOQUANT,Financial Services,Capital Markets,15831328768,-0.1019,0,0,0,0,0,0,4.18,10.0
1981,HEXATRADEX,Financial Services,Credit Services,8899921920,-0.1019,0,0,0,0,0,0,4.18,10.0
1982,IITL,Financial Services,Credit Services,3438501376,-0.1019,0,0,0,0,0,0,4.18,10.0
1983,BAJAJHLDNG,Financial Services,Asset Management,1170362597376,-0.1019,0,0,0,0,0,0,4.18,10.0
1984,MAHSCOOTER,Financial Services,Asset Management,149988524032,-0.1019,0,0,0,0,0,0,4.18,10.0
1985,TFCILTD,Financial Services,Credit Services,33848266752,-0.1019,0,0,0,0,0,0,4.18,10.0
1986,TATAINVEST,Financial Services,Asset Management,345161105408,-0.1019,0,0,0,0,0,0,4.18,10.0
1987,MUTHOOTMF,Financial Services,Credit Services,29526933504,-0.1019,0,0,0,0,0,0,4.18,10.0
1988,HDFCAMC,Financial Services,Asset Management,1163364925440,-0.1019,0,0,0,0,0,0,4.18,10.0
1989,NBIFIN,Financial Services,Capital Markets,5513750016,-0.1019,0,0,0,0,0,0,4.18,10.0
1990,IEX,Financial Services,Capital Markets,112834420736,-0.1019,0,0,0,0,0,0,4.18,10.0
1991,FEDERALBNK,Financial Services,Banks - Regional,712070463488,-0.1019,0,0,0,0,0,0,4.18,10.0
1992,SBFC,Financial Services,Credit Services,100975173632,-0.1019,0,0,0,0,0,0,4.18,10.0
1993,PFC,Financial Services,Credit Services,1430924034048,-0.1019,0,0,0,0,0,0,4.18,10.0
1994,CSLFINANCE,Financial Services,Credit Services,5464458752,-0.1019,0,0,0,0,0,0,4.18,10.0
1995,DVL,Financial Services,Capital Markets,8555496448,-0.1019,0,0,0,0,0,0,4.18,10.0
1996,EDELWEISS,Financial Services,Financial Conglomerates,106153525248,-0.1019,0,0,0,0,0,0,4.18,10.0
1997,CPCAP,Financial Services,Credit Services,1693417600,-0.1019,0,0,0,0,0,0,4.18,10.0
1998,BLBLIMITED,Financial Services,Capital Markets,874919936,-0.1019,0,0,0,0,0,0,4.18,10.0
1999,WEALTH,Financial Services,Capital Markets,9843621888,-0.1019,0,0,0,0,0,0,4.18,10.0
2000,MASFIN,Financial Services,Credit Services,57520721920,-0.1019,0,0,0,0,0,0,4.18,10.0
2001,IIFL,Financial Services,Credit Services,204109414400,-0.1019,0,0,0,0,0,0,4.18,10.0
2002,KOTAKBANK,Financial Services,Banks - Regional,3873153482752,-0.1019,0,0,0,0,0,0,4.18,10.0
2003,CHOLAHLDNG,Financial Services,Credit Services,307203932160,-0.1019,0,0,0,0,0,0,4.18,10.0
2004,RHFL,Financial Services,Mortgage Finance,1073481408,-0.1019,0,0,0,0,0,0,4.18,10.0
2005,JMFINANCIL,Financial Services,Capital Markets,126253531136,-0.1019,0,0,0,0,0,0,4.18,10.0
2006,BLAL,Financial Services,Shell Companies,7835412480,-0.1019,0,0,0,0,0,0,4.18,10.0
2007,LICI,Financial Services,Insurance - Life,5251013279744,-0.1019,0,0,0,0,0,0,4.18,10.0
2008,REPCOHOME,Financial Services,Mortgage Finance,24330113024,-0.1019,0,0,0,0,0,0,4.18,10.0
2009,HDBFS,Financial Services,Credit Services,557862420480,-0.1019,0,0,0,0,0,0,4.18,10.0
2010,JIOFIN,Financial Services,Asset Management,1608525283328,-0.1019,0,0,0,0,0,0,4.18,10.0
2011,TEAMGTY,Financial Services,Asset Management,2216811264,-0.1019,0,0,0,0,0,0,4.18,10.0
2012,NIACL,Financial Services,Insurance - Diversified,264421588992,-0.1019,0,0,0,0,0,0,4.18,10.0
2013,KARURVYSYA,Financial Services,Banks - Regional,283171028992,-0.1019,0,0,0,0,0,0,4.18,10.0
2014,WILLAMAGOR,Financial Services,Credit Services,307654592,-0.1019,0,0,0,0,0,0,4.18,10.0
2015,GICHSGFIN,Financial Services,Mortgage Finance,8072273920,-0.1019,0,0,0,0,0,0,4.18,10.0
2016,CUB,Financial Services,Banks - Regional,188670656512,-0.1019,0,0,0,0,0,0,4.18,10.0
2017,BAJFINANCE,Financial Services,Credit Services,5813714288640,-0.1019,0,0,0,0,0,0,4.18,10.0
2018,DAMCAPITAL,Financial Services,Capital Markets,10744271872,-0.1019,0,0,0,0,0,0,4.18,10.0
2019,CRAMC,Financial Services,Asset Management,48887181312,-0.1019,0,0,0,0,0,0,4.18,10.0
2020,CHOLAFIN,Financial Services,Credit Services,1346672525312,-0.1019,0,0,0,0,0,0,4.18,10.0
2021,DHUNINV,Financial Services,Capital Markets,5153030144,-0.1019,0,0,0,0,0,0,4.18,10.0
2022,MUTHOOTCAP,Financial Services,Credit Services,3306776576,-0.1019,0,0,0,0,0,0,4.18,10.0
2023,SHAREINDIA,Financial Services,Capital Markets,30197923840,-0.1019,0,0,0,0,0,0,4.18,10.0
2024,BAJAJHFL,Financial Services,Mortgage Finance,718347108352,-0.1019,0,0,0,0,0,0,4.18,10.0
2025,GICRE,Financial Services,Insurance - Reinsurance,683777392640,-0.1019,0,0,0,0,0,0,4.18,10.0
2026,ICICIGI,Financial Services,Insurance - Diversified,923196260352,-0.1019,0,0,0,0,0,0,4.18,10.0
2027,AFSL,Financial Services,Capital Markets,10209360896,-0.1019,0,0,0,0,0,0,4.18,10.0
2028,MFSL,Financial Services,Insurance - Life,578707587072,-0.1019,0,0,0,0,0,0,4.18,10.0
2029,CREST,Financial Services,Financial Conglomerates,10118092800,-0.1019,0,0,0,0,0,0,4.18,10.0
2030,KEYFINSERV,Financial Services,Capital Markets,1524145152,-0.1019,0,0,0,0,0,0,4.18,10.0
2031,PILANIINVS,Financial Services,Asset Management,51374133248,-0.1019,0,0,0,0,0,0,4.18,10.0
2032,UTKARSHBNK,Financial Services,Banks - Regional,23934593024,-0.1019,0,0,0,0,0,0,4.18,10.0
2033,RECLTD,Financial Services,Credit Services,892662906880,-0.1019,0,0,0,0,0,0,4.18,10.0
2034,HOMEFIRST,Financial Services,Mortgage Finance,116993499136,-0.1019,0,0,0,0,0,0,4.18,10.0
2035,IRFC,Financial Services,Credit Services,1296526475264,-0.1019,0,0,0,0,0,0,4.18,10.0
2036,BLUECHIP,Financial Services,Capital Markets,124434768,-0.1019,0,0,0,0,0,0,4.18,10.0
2037,PSB,Financial Services,Banks - Regional,171713167360,-0.1019,0,0,0,0,0,0,4.18,10.0
2038,M&MFIN,Financial Services,Credit Services,423811284992,-0.1019,0,0,0,0,0,0,4.18,10.0
2039,AXISBANK,Financial Services,Banks - Regional,4056905416704,-0.1019,0,0,0,0,0,0,4.18,10.0
2040,BAJAJFINSV,Financial Services,Financial Conglomerates,2896017489920,-0.1019,0,0,0,0,0,0,4.18,10.0
2041,UCOBANK,Financial Services,Banks - Regional,320511115264,-0.1019,0,0,0,0,0,0,4.18,10.0
2042,CDSL,Financial Services,Capital Markets,260016898048,-0.1019,0,0,0,0,0,0,4.18,10.0
2043,NSIL,Financial Services,Asset Management,29173405696,-0.1019,0,0,0,0,0,0,4.18,10.0
2044,IDBI,Financial Services,Banks - Regional,790301573120,-0.1019,0,0,0,0,0,0,4.18,10.0
2045,ICRA,Financial Services,Financial Data & Stock Exchanges,51905028096,-0.1019,0,0,0,0,0,0,4.18,10.0
2046,TRU,Financial Services,Credit Services,697719168,-0.1019,0,0,0,0,0,0,4.18,10.0
2047,BAIDFIN,Financial Services,Credit Services,1632520704,-0.1019,0,0,0,0,0,0,4.18,10.0
2048,INVENTURE,Financial Services,Capital Markets,1029000000,-0.1019,0,0,0,0,0,0,4.18,10.0
2049,TATACAP,Financial Services,Asset Management,1308861399040,-0.1019,0,0,0,0,0,0,4.18,10.0
2050,SILINV,Financial Services,Asset Management,4460856832,-0.1019,0,0,0,0,0,0,4.18,10.0
2051,ICICIBANK,Financial Services,Banks - Regional,9122967715840,-0.1019,0,0,0,0,0,0,4.18,10.0
2052,INDBANK,Financial Services,Capital Markets,1484894592,-0.1019,0,0,0,0,0,0,4.18,10.0
2053,BANKBARODA,Financial Services,Banks - Regional,1401439125504,-0.1019,0,0,0,0,0,0,4.18,10.0
2054,MANBA,Financial Services,Credit Services,5471071744,-0.1019,0,0,0,0,0,0,4.18,10.0
2055,EMKAY,Financial Services,Capital Markets,6039167488,-0.1019,0,0,0,0,0,0,4.18,10.0
2056,IOB,Financial Services,Banks - Regional,652798459904,-0.1019,0,0,0,0,0,0,4.18,10.0
2057,TFL,Financial Services,Mortgage Finance,716510464,-0.1019,0,0,0,0,0,0,4.18,10.0
2058,UJJIVANSFB,Financial Services,Banks - Regional,106069196800,-0.1019,0,0,0,0,0,0,4.18,10.0
2059,MUTHOOTFIN,Financial Services,Credit Services,1329262100480,-0.1019,0,0,0,0,0,0,4.18,10.0
2060,DCBBANK,Financial Services,Banks - Regional,57848627200,-0.1019,0,0,0,0,0,0,4.18,10.0
2061,CANFINHOME,Financial Services,Mortgage Finance,110917386240,-0.1019,0,0,0,0,0,0,4.18,10.0
2062,UTIAMC,Financial Services,Asset Management,122649731072,-0.1019,0,0,0,0,0,0,4.18,10.0
2063,SYSTMTXC,Financial Services,Capital Markets,9093660672,-0.1019,0,0,0,0,0,0,4.18,10.0
2064,CHOICEIN,Financial Services,Capital Markets,152379129856,-0.1019,0,0,0,0,0,0,4.18,10.0
2065,SHRIRAMFIN,Financial Services,Credit Services,2268010905600,-0.1019,0,0,0,0,0,0,4.18,10.0
2066,FINOPB,Financial Services,Banks - Regional,11151265792,-0.1019,0,0,0,0,0,0,4.18,10.0
2067,PNB,Financial Services,Banks - Regional,1225377579008,-0.1019,0,0,0,0,0,0,4.18,10.0
2068,UGROCAP,Financial Services,Credit Services,14846026752,-0.1019,0,0,0,0,0,0,4.18,10.0
2069,STEELCITY,Financial Services,Capital Markets,1190288000,-0.1019,0,0,0,0,0,0,4.18,10.0
2070,SUMMITSEC,Financial Services,Capital Markets,17186480128,-0.1019,0,0,0,0,0,0,4.18,10.0
2071,STEL,Financial Services,Asset Management,8346456576,-0.1019,0,0,0,0,0,0,4.18,10.0
2072,CANBK,Financial Services,Banks - Regional,1218188541952,-0.1019,0,0,0,0,0,0,4.18,10.0
2073,CSBBANK,Financial Services,Banks - Regional,62876184576,-0.1019,0,0,0,0,0,0,4.18,10.0
2074,CANHLIFE,Financial Services,Insurance - Life,132647886848,-0.1019,0,0,0,0,0,0,4.18,10.0
2075,VLSFINANCE,Financial Services,Capital Markets,7091577856,-0.1019,0,0,0,0,0,0,4.18,10.0
2076,DOLATALGO,Financial Services,Capital Markets,13238720512,-0.1019,0,0,0,0,0,0,4.18,10.0
2077,TCIFINANCE,Financial Services,Credit Services,172233952,-0.1019,0,0,0,0,0,0,4.18,10.0
2078,CENTRUM,Financial Services,Financial Conglomerates,10790299648,-0.1019,0,0,0,0,0,0,4.18,10.0
2079,MAHAPEXLTD,Financial Services,Credit Services,1381005824,-0.1019,0,0,0,0,0,0,4.18,10.0
2080,CRISIL,Financial Services,Financial Data & Stock Exchanges,291788750848,-0.1019,0,0,0,0,0,0,4.18,10.0
2081,SBILIFE,Financial Services,Insurance - Life,1870914912256,-0.1019,0,0,0,0,0,0,4.18,10.0
2082,HBSL,Financial Services,Capital Markets,406775552,-0.1019,0,0,0,0,0,0,4.18,10.0
2083,POONAWALLA,Financial Services,Credit Services,345443926016,-0.1019,0,0,0,0,0,0,4.18,10.0
2084,GODIGIT,Financial Services,Insurance - Property & Casualty,281907593216,-0.1019,0,0,0,0,0,0,4.18,10.0
2085,ALMONDZ,Financial Services,Capital Markets,2370278144,-0.1019,0,0,0,0,0,0,4.18,10.0
2086,UNIONBANK,Financial Services,Banks - Regional,1288170897408,-0.1019,0,0,0,0,0,0,4.18,10.0
2087,SMCGLOBAL,Financial Services,Capital Markets,12869724160,-0.1019,0,0,0,0,0,0,4.18,10.0
2088,HDFCLIFE,Financial Services,Insurance - Life,1316991795200,-0.1019,0,0,0,0,0,0,4.18,10.0
2089,HDFCBANK,Financial Services,Banks - Regional,11688044658688,-0.1019,0,0,0,0,0,0,4.18,10.0
2090,TECILCHEM,Financial Services,Shell Companies,233064736,-0.1019,0,0,0,0,0,0,4.18,10.0
2091,SBIN,Financial Services,Banks - Regional,8928776683520,-0.1019,0,0,0,0,0,0,4.18,10.0
2092,ARIHANTCAP,Financial Services,Capital Markets,7563255808,-0.1019,0,0,0,0,0,0,4.18,10.0
2093,INDIANB,Financial Services,Banks - Regional,1122021015552,-0.1019,0,0,0,0,0,0,4.18,10.0
2094,OSWALGREEN,Financial Services,Asset Management,6160851456,-0.1019,0,0,0,0,0,0,4.18,10.0
2095,HYBRIDFIN,Financial Services,Capital Markets,512485568,-0.1019,0,0,0,0,0,0,4.18,10.0
2096,CIFL,Financial Services,Credit Services,9389261824,-0.1019,0,0,0,0,0,0,4.18,10.0
2097,INDOTHAI,Financial Services,Capital Markets,31852294144,-0.1019,0,0,0,0,0,0,4.18,10.0
2098,JPOLYINVST,Financial Services,Asset Management,10627560448,-0.1019,0,0,0,0,0,0,4.18,10.0
2099,JINDALPHOT,Financial Services,Asset Management,10423095296,-0.1019,0,0,0,0,0,0,4.18,10.0
2100,SBICARD,Financial Services,Credit Services,595231571968,-0.1019,0,0,0,0,0,0,4.18,10.0
2101,ICICIPRULI,Financial Services,Insurance - Life,766499028992,-0.1019,0,0,0,0,0,0,4.18,10.0
2102,SPCENET,Financial Services,Capital Markets,2123180672,-0.1019,0,0,0,0,0,0,4.18,10.0
2103,DELPHIFX,Financial Services,Capital Markets,2538521600,-0.1019,0,0,0,0,0,0,4.18,10.0
2104,AVONMORE,Financial Services,Capital Markets,3132250624,-0.1019,0,0,0,0,0,0,4.18,10.0
2105,SUNDARMFIN,Financial Services,Credit Services,479977766912,-0.1019,0,0,0,0,0,0,4.18,10.0
2106,CENTRALBK,Financial Services,Banks - Regional,279869325312,-0.1019,0,0,0,0,0,0,4.18,10.0
2107,FINKURVE,Financial Services,Credit Services,8534768640,-0.1019,0,0,0,0,0,0,4.18,10.0
2108,GPECO,Unknown,Unknown,4225256448,-0.1187,0,0,0,0,0,0,3.71,11.0
2109,KONSTELEC,Unknown,Unknown,2696104960,-0.1187,0,0,0,0,0,0,3.71,11.0
2110,UCL,Unknown,Unknown,670269184,-0.1187,0,0,0,0,0,0,3.71,11.0
2111,ANLON,Unknown,Unknown,3165232384,-0.1187,0,0,0,0,0,0,3.71,11.0
2112,ACCORD,Unknown,Unknown,99993600,-0.1187,0,0,0,0,0,0,3.71,11.0
2113,VMARCIND,Unknown,Unknown,4412819456,-0.1187,0,0,0,0,0,0,3.71,11.0
2114,VIVIANA,Unknown,Unknown,8472270848,-0.1187,0,0,0,0,0,0,3.71,11.0
2115,ABSMARINE,Unknown,Unknown,8076950016,-0.1187,0,0,0,0,0,0,3.71,11.0
2116,HOACFOODS,Unknown,Unknown,563030272,-0.1187,0,0,0,0,0,0,3.71,11.0
2117,CADSYS,Unknown,Unknown,2000600064,-0.1187,0,0,0,0,0,0,3.71,11.0
2118,FONEBOX,Unknown,Unknown,2023784960,-0.1187,0,0,0,0,0,0,3.71,11.0
2119,PRIZOR,Unknown,Unknown,1947937152,-0.1187,0,0,0,0,0,0,3.71,11.0
2120,GREENCHEF,Unknown,Unknown,1754696832,-0.1187,0,0,0,0,0,0,3.71,11.0
2121,OLIL,Unknown,Unknown,322359904,-0.1187,0,0,0,0,0,0,3.71,11.0
2122,SUPREMEPWR,Unknown,Unknown,7647287808,-0.1187,0,0,0,0,0,0,3.71,11.0
2123,EFFWA,Unknown,Unknown,5069229568,-0.1187,0,0,0,0,0,0,3.71,11.0
2124,GLOBALPET,Unknown,Unknown,1141610496,-0.1187,0,0,0,0,0,0,3.71,11.0
2125,AIMTRON,Unknown,Unknown,11131658240,-0.1187,0,0,0,0,0,0,3.71,11.0
2126,DURLAX,Unknown,Unknown,1402321792,-0.1187,0,0,0,0,0,0,3.71,11.0
2127,SSFL,Unknown,Unknown,2386427904,-0.1187,0,0,0,0,0,0,3.71,11.0
2128,SILKFLEX,Unknown,Unknown,853694912,-0.1187,0,0,0,0,0,0,3.71,11.0
2129,MARC,Unknown,Unknown,0,-0.1187,0,0,0,0,0,0,3.71,11.0
2130,CELLECOR,Unknown,Unknown,62865342464,-0.1187,0,0,0,0,0,0,3.71,11.0
2131,VINSYS,Unknown,Unknown,5940157440,-0.1187,0,0,0,0,0,0,3.71,11.0
2132,SHERA,Unknown,Unknown,4395872256,-0.1187,0,0,0,0,0,0,3.71,11.0
2133,VILINBIO,Unknown,Unknown,251100000,-0.1187,0,0,0,0,0,0,3.71,11.0
2134,DPEL,Unknown,Unknown,2519098368,-0.1187,0,0,0,0,0,0,3.71,11.0
2135,GRCL,Unknown,Unknown,2122773120,-0.1187,0,0,0,0,0,0,3.71,11.0
2136,MAFANG,Unknown,Unknown,0,-0.1187,0,0,0,0,0,0,3.71,11.0
2137,SHIGAN,Unknown,Unknown,2296996096,-0.1187,0,0,0,0,0,0,3.71,11.0
2138,LLOYDS,Unknown,Unknown,2553412096,-0.1187,0,0,0,0,0,0,3.71,11.0
2139,PROV,Unknown,Unknown,3756893184,-0.1187,0,0,0,0,0,0,3.71,11.0
2140,JAINAM,Unknown,Unknown,1478567936,-0.1187,0,0,0,0,0,0,3.71,11.0
2141,VISHWAS,Unknown,Unknown,867500032,-0.1187,0,0,0,0,0,0,3.71,11.0
2142,SAAKSHI,Unknown,Unknown,4794486784,-0.1187,0,0,0,0,0,0,3.71,11.0
2143,GGBL,Unknown,Unknown,11951601664,-0.1187,0,0,0,0,0,0,3.71,11.0
2144,DENEERS,Unknown,Unknown,1712673536,-0.1187,0,0,0,0,0,0,3.71,11.0
2145,AILIMITED,Unknown,Unknown,566027584,-0.1187,0,0,0,0,0,0,3.71,11.0
2146,LRRPL,Unknown,Unknown,242275280,-0.1187,0,0,0,0,0,0,3.71,11.0
2147,DTL,Unknown,Unknown,1538958336,-0.1187,0,0,0,0,0,0,3.71,11.0
2148,PARAGON,Unknown,Unknown,2660976128,-0.1187,0,0,0,0,0,0,3.71,11.0
2149,PROPEQUITY,Unknown,Unknown,3070732544,-0.1187,0,0,0,0,0,0,3.71,11.0
2150,VINYAS,Unknown,Unknown,14406366208,-0.1187,0,0,0,0,0,0,3.71,11.0
2151,IBLFL,Unknown,Unknown,1290939904,-0.1187,0,0,0,0,0,0,3.71,11.0
2152,SWASTIK,Unknown,Unknown,1571608320,-0.1187,0,0,0,0,0,0,3.71,11.0
2153,ARISTO,Unknown,Unknown,606915392,-0.1187,0,0,0,0,0,0,3.71,11.0
2154,DCG,Unknown,Unknown,2534591488,-0.1187,0,0,0,0,0,0,3.71,11.0
2155,COMMITTED,Unknown,Unknown,608504768,-0.1187,0,0,0,0,0,0,3.71,11.0
2156,RITEZONE,Unknown,Unknown,164980576,-0.1187,0,0,0,0,0,0,3.71,11.0
2157,FIDEL,Unknown,Unknown,1512561664,-0.1187,0,0,0,0,0,0,3.71,11.0
2158,PARTYCRUS,Unknown,Unknown,1454986752,-0.1187,0,0,0,0,0,0,3.71,11.0
2159,SJLOGISTIC,Unknown,Unknown,6966110208,-0.1187,0,0,0,0,0,0,3.71,11.0
2160,PATTECH,Unknown,Unknown,759816448,-0.1187,0,0,0,0,0,0,3.71,11.0
2161,YASHOPTICS,Unknown,Unknown,2436935168,-0.1187,0,0,0,0,0,0,3.71,11.0
2162,CELLPOINT,Unknown,Unknown,637178944,-0.1187,0,0,0,0,0,0,3.71,11.0
2163,CMNL,Unknown,Unknown,1639957120,-0.1187,0,0,0,0,0,0,3.71,11.0
2164,ACCENTMIC,Unknown,Unknown,6382436864,-0.1187,0,0,0,0,0,0,3.71,11.0
2165,RCDL,Unknown,Unknown,844229568,-0.1187,0,0,0,0,0,0,3.71,11.0
2166,AKIKO,Unknown,Unknown,826566784,-0.1187,0,0,0,0,0,0,3.71,11.0
2167,PCCL,Unknown,Unknown,7700225024,-0.1187,0,0,0,0,0,0,3.71,11.0
2168,DHTL,Unknown,Unknown,329051136,-0.1187,0,0,0,0,0,0,3.71,11.0
2169,ROCKINGDCE,Unknown,Unknown,4162988544,-0.1187,0,0,0,0,0,0,3.71,11.0
2170,DYNAMIC,Unknown,Unknown,6451039744,-0.1187,0,0,0,0,0,0,3.71,11.0
2171,ATMASTCO,Unknown,Unknown,7568815104,-0.1187,0,0,0,0,0,0,3.71,11.0
2172,SABAR,Unknown,Unknown,512196032,-0.1187,0,0,0,0,0,0,3.71,11.0
2173,VELS,Unknown,Unknown,748664000,-0.1187,0,0,0,0,0,0,3.71,11.0
2174,SANGANI,Unknown,Unknown,619964544,-0.1187,0,0,0,0,0,0,3.71,11.0
2175,MODEFENCE,Unknown,Unknown,0,-0.1187,0,0,0,0,0,0,3.71,11.0
2176,MANAV,Unknown,Unknown,267147984,-0.1187,0,0,0,0,0,0,3.71,11.0
2177,KEL,Unknown,Unknown,1487899264,-0.1187,0,0,0,0,0,0,3.71,11.0
2178,SYLVANPLY,Unknown,Unknown,2341448192,-0.1187,0,0,0,0,0,0,3.71,11.0
2179,SHRITECH,Unknown,Unknown,1742757504,-0.1187,0,0,0,0,0,0,3.71,11.0
2180,SHEETAL,Unknown,Unknown,675331200,-0.1187,0,0,0,0,0,0,3.71,11.0
2181,AGARWALFT,Unknown,Unknown,615334272,-0.1187,0,0,0,0,0,0,3.71,11.0
2182,PRITIKA,Unknown,Unknown,2085473792,-0.1187,0,0,0,0,0,0,3.71,11.0
2183,BASILIC,Unknown,Unknown,13191023616,-0.1187,0,0,0,0,0,0,3.71,11.0
2184,ASPIRE,Unknown,Unknown,1646813056,-0.1187,0,0,0,0,0,0,3.71,11.0
2185,DELAPLEX,Unknown,Unknown,2451501056,-0.1187,0,0,0,0,0,0,3.71,11.0
2186,MNC,Unknown,Unknown,0,-0.1187,0,0,0,0,0,0,3.71,11.0
2187,EMULTIMQ,Unknown,Unknown,0,-0.1187,0,0,0,0,0,0,3.71,11.0
2188,VIVO,Unknown,Unknown,163215008,-0.1187,0,0,0,0,0,0,3.71,11.0
